OrderNumber,OrderDate,Channel,Order Quantity,Unit Price,Line Total,Unit Cost,Product Name,Product Sales,District,SubDistrict,Total Unit Cost,District Sales,SubDistrict Sales,SchoolCustomer,centroid_lat,centroid_long,rentabel,Category,Warehouse Name
SO - 0005911,2016-04-21,Wholesale,9,1855.9,16703.1,965.068,Product 2,22913892.8,ТАО,Новофёдоровское,8685.612,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.92,Household materials,Север
SO - 0003084,2015-05-16,Wholesale,6,2003.3,12019.8,821.353,Product 7,25715986.9,ТАО,Новофёдоровское,4928.1179999999995,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,1.44,IT technology,Запад
SO - 0005543,2016-03-06,Wholesale,12,1038.5,12462.0,778.875,Product 7,25715986.9,ТАО,Новофёдоровское,9346.5,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.33,IT technology,Запад
SO - 0005787,2016-04-05,Wholesale,6,2003.3,12019.8,1121.848,Product 7,25715986.9,ТАО,Новофёдоровское,6731.088,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.79,IT technology,Запад
SO - 0001405,2014-11-04,Wholesale,9,944.7,8502.3,661.29,Product 2,22913892.8,ТАО,Новофёдоровское,5951.61,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.43,Household materials,Восток
SO - 0002440,2015-02-27,Wholesale,11,3859.2,42451.2,3241.728,Product 13,11774660.4,ТАО,Новофёдоровское,35659.008,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.19,Printed products,Юг
SO - 0006271,2016-06-01,Distributor,9,1018.4,9165.6,621.224,Product 5,17047098.1,ТАО,Новофёдоровское,5591.0160000000005,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.64,Household materials,Юг
SO - 0005055,2016-01-11,Export,10,1011.7,10117.0,819.477,Product 11,20621809.4,ТАО,Новофёдоровское,8194.77,14357061.5,1468238.0,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.23,Household materials,Юг
SO - 0007869,2016-12-04,Wholesale,12,3604.6,43255.2,2379.036,Product 14,3144263.1,ТАО,Клёновское,28548.432,14357061.5,1569481.7,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.52,Printed products,Север
SO - 0006609,2016-07-11,Distributor,7,2566.1,17962.7,1103.423,Product 13,11774660.4,ТАО,Клёновское,7723.961,14357061.5,1569481.7,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,1.33,Printed products,Юг
SO - 0001789,2014-12-19,Distributor,6,1762.1,10572.6,1409.68,Product 5,17047098.1,ТАО,Клёновское,8458.08,14357061.5,1569481.7,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.25,Household materials,Север
SO - 0003540,2015-07-10,Export,5,1078.7,5393.5,528.563,Product 7,25715986.9,ТАО,Клёновское,2642.815,14357061.5,1569481.7,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,1.04,IT technology,Запад
SO - 0005596,2016-03-13,Distributor,10,1172.5,11725.0,996.625,Product 1,25571548.3,ЦАО,Тверской,9966.25,12422885.4,1363979.3,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.18,Printed products,Север
SO - 0004696,2015-11-30,Distributor,6,971.5,5829.0,582.9,Product 9,9261644.49999999,ЦАО,Пресненский,3497.3999999999996,12422885.4,1228478.5,ГБОУ школа № 1601,55.79338114287983,37.57035799248485,0.67,Household materials,Восток
SO - 0005405,2016-02-20,Wholesale,12,1949.7,23396.4,1267.305,Product 4,2857288.7,ЮЗАО,Академический,15207.66,14198700.3,1023063.2,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.54,Printed products,Запад
SO - 000110,2014-06-02,Wholesale,6,1956.4,11738.4,1212.968,Product 1,25571548.3,ЮЗАО,Академический,7277.808000000001,14198700.3,1023063.2,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.61,Printed products,Восток
SO - 0006720,2016-07-23,Distributor,10,3959.7,39597.0,2732.193,Product 7,25715986.9,ЮЗАО,Южное Бутово,27321.93,14198700.3,1269777.3,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.45,IT technology,Юг
SO - 0007160,2016-09-16,Wholesale,12,3906.1,46873.2,2968.636,Product 14,3144263.1,ВАО,Восточное Измайлово,35623.632,12387402.2,756959.3,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.32,Printed products,Север
SO - 0007971,2016-12-18,Wholesale,11,6472.2,71194.2,4012.764,Product 6,3341216.3,ВАО,Соколиная Гора,44140.404,12387402.2,881338.1,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.61,Household materials,Запад
SO - 0003462,2015-07-01,Distributor,6,227.8,1366.8,107.066,Product 4,2857288.7,САО,Тимирязевский,642.396,13554026.3,1139556.1,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,1.13,Printed products,Восток
SO - 0001643,2014-12-02,Distributor,12,1219.4,14632.8,865.774,Product 9,9261644.49999999,ЮАО,Нагатино-Садовники,10389.288,11968129.6,762768.2,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.41,Household materials,Восток
SO - 0002587,2015-03-20,Export,12,268.0,3216.0,227.8,Product 13,11774660.4,ЦАО,Якиманка,2733.6000000000004,12422885.4,905230.3,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.18,Printed products,Север
SO - 0006802,2016-08-02,Wholesale,10,1226.1,12261.0,895.053,Product 7,25715986.9,ЦАО,Пресненский,8950.53,12422885.4,1228478.5,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.37,IT technology,Запад
SO - 0003356,2015-06-16,Wholesale,10,1011.7,10117.0,627.254,Product 7,25715986.9,ЗАО,Внуково,6272.54,12577179.7,1236726.2,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.61,IT technology,Юг
SO - 0004587,2015-11-18,Wholesale,8,877.7,7021.6,675.829,Product 2,22913892.8,ЗАО,Фили-Давыдково,5406.632,12577179.7,1035203.6,ГБОУ школа № 1678 «Восточное Дегунино»,55.89156692445721,37.560802276559706,0.3,Household materials,Восток
SO - 0002589,2015-03-20,Wholesale,7,723.6,5065.2,405.216,Product 5,17047098.1,ЮЗАО,Академический,2836.512,14198700.3,1023063.2,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.79,Household materials,Запад
SO - 0002064,2015-01-13,Wholesale,12,6083.6,73003.2,2737.62,Product 7,25715986.9,ЮЗАО,Академический,32851.44,14198700.3,1023063.2,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.22,IT technology,Запад
SO - 0003869,2015-08-18,Wholesale,12,4020.0,48240.0,2291.4,Product 11,20621809.4,ЮЗАО,Ломоносовский,27496.800000000003,14198700.3,1398497.7,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.75,Household materials,Север
SO - 0005999,2016-04-30,Distributor,8,3202.6,25620.8,2049.664,Product 11,20621809.4,ЮЗАО,Зюзино,16397.312,14198700.3,694669.4,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.56,Household materials,Запад
SO - 0004290,2015-10-11,Export,6,1735.3,10411.8,850.297,Product 1,25571548.3,ВАО,Сокольники,5101.782,12387402.2,731599.8,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.04,Printed products,Север
SO - 0003170,2015-05-27,Distributor,11,1969.8,21667.8,827.316,Product 14,3144263.1,ВАО,Гольяново,9100.476,12387402.2,879810.5,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.38,Printed products,Север
SO - 0005109,2016-01-16,Distributor,7,3946.3,27624.1,1578.52,Product 1,25571548.3,ВАО,Ивановское,11049.64,12387402.2,956679.6,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.5,Printed products,Север
SO - 0003656,2015-07-24,Wholesale,12,1058.6,12703.2,423.44,Product 7,25715986.9,ВАО,Восточное Измайлово,5081.28,12387402.2,756959.3,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.5,IT technology,Север
SO - 0002001,2015-01-07,Wholesale,5,254.6,1273.0,145.122,Product 2,22913892.8,ВАО,Соколиная Гора,725.6100000000001,12387402.2,881338.1,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.75,Household materials,Восток
SO - 0005194,2016-01-26,Export,12,2318.2,27818.4,1877.742,Product 9,9261644.49999999,ЮАО,Нагорный,22532.904,11968129.6,849499.7,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.23,Household materials,Север
SO - 0001242,2014-10-15,Wholesale,12,844.2,10130.4,388.332,Product 9,9261644.49999999,ЮАО,Чертаново Южное,4659.984,11968129.6,674395.2,ГАОУ школа № 548,55.62036446788237,37.73317287690678,1.17,Household materials,Восток
SO - 000272,2014-06-21,Wholesale,9,1025.1,9225.9,707.319,Product 12,3109289.1,ЦАО,Якиманка,6365.870999999999,12422885.4,905230.3,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.45,Printed products,Восток
SO - 000407,2014-07-08,Export,6,1842.5,11055.0,1050.225,Product 5,17047098.1,ЦАО,Якиманка,6301.349999999999,12422885.4,905230.3,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.75,Household materials,Юг
SO - 0006942,2016-08-20,Wholesale,8,864.3,6914.4,630.939,Product 9,9261644.49999999,ЦАО,Мещанский,5047.512,12422885.4,1165833.5,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.37,Household materials,Запад
SO - 0005838,2016-04-11,Wholesale,12,3859.2,46310.4,2817.216,Product 12,3109289.1,ЦАО,Хамовники,33806.592,12422885.4,1238039.4,ГАОУ школа № 548,55.62036446788237,37.73317287690678,0.37,Printed products,Восток
SO - 0003898,2015-08-22,Wholesale,12,3825.7,45908.4,1912.85,Product 1,25571548.3,ЮЗАО,Академический,22954.199999999997,14198700.3,1023063.2,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,1.0,Printed products,Запад
SO - 0004240,2015-10-04,Wholesale,6,1125.6,6753.6,484.008,Product 7,25715986.9,САО,Аэропорт,2904.048,13554026.3,756001.2000000001,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,1.33,IT technology,Север
SO - 0002166,2015-01-25,Export,11,1051.9,11570.9,420.76,Product 5,17047098.1,ЮАО,Бирюлёво Западное,4628.36,11968129.6,950153.8,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,1.5,Household materials,Восток
SO - 0001331,2014-10-26,Wholesale,8,2385.2,19081.6,1836.604,Product 2,22913892.8,ЮАО,Орехово-Борисово Южное,14692.832,11968129.6,865780.7,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,0.3,Household materials,Север
SO - 0004219,2015-10-02,Wholesale,6,1065.3,6391.8,543.303,Product 10,3115647.4,ЗАО,Внуково,3259.818,12577179.7,1236726.2,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,0.96,Printed products,Юг
SO - 0001058,2014-09-21,Wholesale,6,1011.7,6070.2,586.786,Product 10,3115647.4,ЗАО,Ново-Переделкино,3520.7159999999994,12577179.7,783008.9,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,0.72,Printed products,Север
SO - 0003447,2015-06-29,Wholesale,5,247.9,1239.5,131.387,Product 2,22913892.8,ЗАО,Филёвский Парк,656.935,12577179.7,971868.5,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,0.89,Household materials,Север
SO - 0004131,2015-09-21,Wholesale,9,1085.4,9768.6,868.32,Product 5,17047098.1,ЗАО,Раменки,7814.88,12577179.7,900593.9,ГБОУ школа № 1694 «Ясенево»,55.61501876681008,37.54801749459004,0.25,Household materials,Запад
SO - 0001905,2014-12-30,Wholesale,9,2626.4,23637.6,2101.12,Product 9,9261644.49999999,ЮЗАО,Академический,18910.079999999998,14198700.3,1023063.2,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.25,Household materials,Восток
SO - 0005805,2016-04-07,Wholesale,5,3718.5,18592.5,2751.69,Product 3,3066281.8,ЮВАО,Люблино,13758.45,12250166.1,747170.6,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.35,IT technology,Север
SO - 0006209,2016-05-26,Export,6,3457.2,20743.2,2938.62,Product 2,22913892.8,ВАО,Новогиреево,17631.72,12387402.2,843114.6,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.18,Household materials,Восток
SO - 0003389,2015-06-21,Wholesale,12,2485.7,29828.4,1615.705,Product 14,3144263.1,ЦАО,Арбат,19388.46,12422885.4,1424627.7,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.54,Printed products,Восток
SO - 000276,2014-06-21,Export,7,2505.8,17540.6,1804.176,Product 13,11774660.4,ЦАО,Замоскворечье,12629.232,12422885.4,1432647.6,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.39,Printed products,Север
SO - 0006094,2016-05-13,Wholesale,5,1199.3,5996.5,791.538,Product 7,25715986.9,ЦАО,Таганский,3957.69,12422885.4,1308061.1,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.52,IT technology,Север
SO - 0008052,2016-12-27,Export,9,1045.2,9406.8,438.984,Product 5,17047098.1,ЦАО,Таганский,3950.8559999999998,12422885.4,1308061.1,ГБОУ школа № 538,55.65104864395691,37.57352071471169,1.38,Household materials,Восток
SO - 0008047,2016-12-27,Wholesale,9,1721.9,15497.1,1033.14,Product 2,22913892.8,ЦАО,Басманный,9298.26,12422885.4,1246226.8,ГБОУ школа № 538,55.65104864395691,37.57352071471169,0.67,Household materials,Восток
SO - 0006347,2016-06-10,Export,11,1125.6,12381.6,529.032,Product 10,3115647.4,ЦАО,Тверской,5819.352000000001,12422885.4,1363979.3,ГБОУ школа № 538,55.65104864395691,37.57352071471169,1.13,Printed products,Север
SO - 0007903,2016-12-09,Wholesale,12,2680.0,32160.0,1474.0,Product 7,25715986.9,ЮЗАО,Академический,17688.0,14198700.3,1023063.2,ГБОУ школа № 648,55.85541463161173,37.50220164032421,0.82,IT technology,Юг
SO - 0002913,2015-04-28,Export,7,857.6,6003.2,617.472,Product 1,25571548.3,САО,Тимирязевский,4322.304,13554026.3,1139556.1,ГБОУ школа № 648,55.85541463161173,37.50220164032421,0.39,Printed products,Юг
SO - 0005753,2016-04-02,Wholesale,5,5735.2,28676.0,3670.528,Product 7,25715986.9,САО,Дмитровский,18352.64,13554026.3,608741.9,ГБОУ школа № 648,55.85541463161173,37.50220164032421,0.56,IT technology,Север
SO - 000188,2014-06-12,Export,7,3892.7,27248.9,2724.89,Product 13,11774660.4,ЮАО,Москворечье-Сабурово,19074.23,11968129.6,864561.3,ГБОУ школа № 648,55.85541463161173,37.50220164032421,0.43,Printed products,Север
SO - 0003194,2015-05-29,Wholesale,5,3872.6,19363.0,1820.122,Product 1,25571548.3,ЮЗАО,Академический,9100.61,14198700.3,1023063.2,ГБПОУ КАИТ № 20,55.78540124706133,37.57172036862963,1.13,Printed products,Юг
SO - 0001200,2014-10-08,Wholesale,12,1306.5,15678.0,888.42,Product 2,22913892.8,ВАО,Богородское,10661.039999999999,12387402.2,762868.7,ГБПОУ КАИТ № 20,55.78540124706133,37.57172036862963,0.47,Household materials,Север
SO - 0002059,2015-01-12,Wholesale,9,1018.4,9165.6,407.36,Product 11,20621809.4,САО,Беговой,3666.2400000000002,13554026.3,999767.3,ГБПОУ КАИТ № 20,55.78540124706133,37.57172036862963,1.5,Household materials,Восток
SO - 0006348,2016-06-10,Wholesale,11,3979.8,43777.8,2427.678,Product 2,22913892.8,САО,Аэропорт,26704.458,13554026.3,756001.2000000001,ГБПОУ КАИТ № 20,55.78540124706133,37.57172036862963,0.64,Household materials,Запад
SO - 0004907,2015-12-26,Distributor,11,1139.0,12529.0,660.62,Product 1,25571548.3,ЦАО,Пресненский,7266.82,12422885.4,1228478.5,ГБПОУ КАИТ № 20,55.78540124706133,37.57172036862963,0.72,Printed products,Север
SO - 000773,2014-08-18,Distributor,12,3055.2,36662.4,1497.048,Product 2,22913892.8,ЮЗАО,Академический,17964.576,14198700.3,1023063.2,ГБОУ школа № 183,55.868516072131705,37.56170380342237,1.04,Household materials,Север
SO - 0001207,2014-10-09,Wholesale,8,5145.6,41164.8,3601.92,Product 1,25571548.3,ЮЗАО,Тёплый Стан,28815.36,14198700.3,1638773.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.43,Printed products,Север
SO - 0002048,2015-01-11,Distributor,12,3906.1,46873.2,2695.209,Product 1,25571548.3,САО,Коптево,32342.507999999998,13554026.3,935963.2,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.45,Printed products,Север
SO - 0002314,2015-02-12,Wholesale,5,6304.7,31523.5,2774.068,Product 8,3215604.7,САО,Беговой,13870.34,13554026.3,999767.3,ГБОУ школа № 183,55.868516072131705,37.56170380342237,1.27,Household materials,Запад
SO - 0005653,2016-03-22,Distributor,5,1768.8,8844.0,884.4,Product 13,11774660.4,САО,Головинский,4422.0,13554026.3,697088.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,1.0,Printed products,Запад
SO - 0002415,2015-02-24,Distributor,9,1768.8,15919.2,1061.28,Product 2,22913892.8,ЮАО,Чертаново Северное,9551.52,11968129.6,912962.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.67,Household materials,Юг
SO - 0007298,2016-09-30,Export,5,3142.3,15711.5,2513.84,Product 7,25715986.9,ЮАО,Чертаново Северное,12569.2,11968129.6,912962.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.25,IT technology,Запад
SO - 0001053,2014-09-20,Distributor,7,1051.9,7363.3,452.317,Product 5,17047098.1,ЮАО,Москворечье-Сабурово,3166.219,11968129.6,864561.3,ГБОУ школа № 183,55.868516072131705,37.56170380342237,1.33,Household materials,Юг
SO - 0005960,2016-04-26,Distributor,10,2539.3,25393.0,1498.187,Product 10,3115647.4,ЮАО,Москворечье-Сабурово,14981.869999999999,11968129.6,864561.3,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.69,Printed products,Север
SO - 0002188,2015-01-28,Wholesale,11,194.3,2137.3,126.295,Product 9,9261644.49999999,ЮАО,Донской,1389.2450000000001,11968129.6,709630.5,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.54,Household materials,Север
SO - 0007123,2016-09-10,Distributor,11,1005.0,11055.0,532.65,Product 9,9261644.49999999,ЮАО,Орехово-Борисово Северное,5859.15,11968129.6,495418.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.89,Household materials,Север
SO - 000326,2014-06-28,Wholesale,11,1212.7,13339.7,945.906,Product 2,22913892.8,ЦАО,Таганский,10404.966,12422885.4,1308061.1,ГБОУ школа № 183,55.868516072131705,37.56170380342237,0.28,Household materials,Север
SO - 000897,2014-09-01,Distributor,11,3008.3,33091.3,1594.399,Product 11,20621809.4,ЮЗАО,Академический,17538.389,14198700.3,1023063.2,ГБОУ школа № 1065,55.54475039584837,37.553866769260694,0.89,Household materials,Север
SO - 0007545,2016-10-29,Wholesale,6,5333.2,31999.2,2986.592,Product 2,22913892.8,ЮЗАО,Южное Бутово,17919.552,14198700.3,1269777.3,ГБОУ школа № 1065,55.54475039584837,37.553866769260694,0.79,Household materials,Север
SO - 000865,2014-08-28,Wholesale,11,2432.1,26753.1,1824.075,Product 7,25715986.9,ЮЗАО,Южное Бутово,20064.825,14198700.3,1269777.3,ГБОУ школа № 629,55.59100987703415,37.59392817632417,0.33,IT technology,Север
SO - 0007041,2016-09-01,Distributor,7,3999.9,27999.3,1879.953,Product 2,22913892.8,ЮВАО,Выхино-Жулебино,13159.671,12250166.1,1213189.1,ГБОУ школа № 629,55.59100987703415,37.59392817632417,1.13,Household materials,Север
SO - 0002429,2015-02-25,Wholesale,9,938.0,8442.0,450.24,Product 7,25715986.9,ЮАО,Зябликово,4052.16,11968129.6,571503.3,ГБОУ школа № 629,55.59100987703415,37.59392817632417,1.08,IT technology,Восток
SO - 0002755,2015-04-10,Distributor,10,904.5,9045.0,606.015,Product 3,3066281.8,ЮАО,Бирюлёво Восточное,6060.15,11968129.6,681885.8,ГБОУ школа № 629,55.59100987703415,37.59392817632417,0.49,IT technology,Север
SO - 000428,2014-07-10,Export,5,167.5,837.5,100.5,Product 9,9261644.49999999,ЮАО,Бирюлёво Восточное,502.5,11968129.6,681885.8,ГБОУ школа № 629,55.59100987703415,37.59392817632417,0.67,Household materials,Север
SO - 0007522,2016-10-26,Wholesale,11,1139.0,12529.0,763.13,Product 11,20621809.4,ЮЗАО,Южное Бутово,8394.43,14198700.3,1269777.3,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,0.49,Household materials,Север
SO - 0003163,2015-05-26,Wholesale,9,1098.8,9889.2,780.148,Product 1,25571548.3,ВАО,Восточный,7021.332,12387402.2,778225.1,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,0.41,Printed products,Север
SO - 0005037,2016-01-09,Distributor,10,2318.2,23182.0,1553.194,Product 10,3115647.4,ЮАО,Нагатинский Затон,15531.939999999999,11968129.6,915789.5,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,0.49,Printed products,Восток
SO - 0001478,2014-11-12,Wholesale,7,911.2,6378.4,692.512,Product 5,17047098.1,ЮАО,Москворечье-Сабурово,4847.584,11968129.6,864561.3,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,0.32,Household materials,Запад
SO - 0006428,2016-06-20,Export,12,2934.6,35215.2,1437.954,Product 7,25715986.9,ЮАО,Орехово-Борисово Южное,17255.448,11968129.6,865780.7,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,1.04,IT technology,Север
SO - 0007119,2016-09-09,Wholesale,8,254.6,2036.8,142.576,Product 5,17047098.1,ЮАО,Братеево,1140.608,11968129.6,860943.3,ГБОУ школа «Кузьминки»,55.7006518935709,37.77480811207011,0.79,Household materials,Юг
SO - 0006220,2016-05-28,Wholesale,11,944.7,10391.7,765.207,Product 6,3341216.3,ЮЗАО,Южное Бутово,8417.277,14198700.3,1269777.3,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.23,Household materials,Запад
SO - 0006516,2016-07-01,Distributor,6,1956.4,11738.4,1447.736,Product 11,20621809.4,ВАО,Измайлово,8686.416000000001,12387402.2,715178.1,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.35,Household materials,Север
SO - 0004260,2015-10-07,Wholesale,9,5587.8,50290.2,2738.022,Product 7,25715986.9,ВАО,Сокольники,24642.198,12387402.2,731599.8,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,1.04,IT technology,Север
SO - 0001543,2014-11-20,Distributor,7,2445.5,17118.5,1785.215,Product 5,17047098.1,ВАО,Гольяново,12496.505,12387402.2,879810.5,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.37,Household materials,Восток
SO - 000705,2014-08-10,Distributor,6,1728.6,10371.6,916.158,Product 13,11774660.4,ВАО,Метрогородок,5496.948,12387402.2,672512.5,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.89,Printed products,Север
SO - 0003539,2015-07-10,Wholesale,11,1889.4,20783.4,1020.276,Product 13,11774660.4,САО,Тимирязевский,11223.036,13554026.3,1139556.1,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.85,Printed products,Север
SO - 0003280,2015-06-08,Wholesale,9,6009.9,54089.1,4026.633,Product 6,3341216.3,САО,Восточное Дегунино,36239.697,13554026.3,956565.7,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.49,Household materials,Запад
SO - 0004564,2015-11-16,Wholesale,11,1983.2,21815.2,1348.576,Product 13,11774660.4,САО,Аэропорт,14834.336,13554026.3,756001.2000000001,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.47,Printed products,Запад
SO - 0004569,2015-11-16,Wholesale,7,2767.1,19369.7,1632.589,Product 11,20621809.4,САО,Бескудниковский,11428.123,13554026.3,758105.0,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.69,Household materials,Восток
SO - 0007452,2016-10-18,Wholesale,5,3658.2,18291.0,2487.576,Product 13,11774660.4,ЮАО,Нагатинский Затон,12437.880000000001,11968129.6,915789.5,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.47,Printed products,Север
SO - 0007137,2016-09-13,Wholesale,7,1782.2,12475.4,1497.048,Product 7,25715986.9,ЦАО,Арбат,10479.336,12422885.4,1424627.7,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.19,IT technology,Север
SO - 0005106,2016-01-16,Export,10,2680.0,26800.0,1795.6,Product 10,3115647.4,ЦАО,Красносельский,17956.0,12422885.4,1109761.2,ГБОУ школа № 1504,55.76231648181057,37.83809219272175,0.49,Printed products,Север
SO - 0005725,2016-03-30,Wholesale,8,857.6,6860.8,360.192,Product 9,9261644.49999999,ЮЗАО,Южное Бутово,2881.536,14198700.3,1269777.3,ГБОУ школа № 1905,55.681205146932,37.859171000667594,1.38,Household materials,Запад
SO - 0002716,2015-04-06,Distributor,5,1058.6,5293.0,793.95,Product 1,25571548.3,ЮЗАО,Ясенево,3969.75,14198700.3,1132856.1,ГБОУ школа № 1905,55.681205146932,37.859171000667594,0.33,Printed products,Север
SO - 000529,2014-07-22,Export,10,3966.4,39664.0,2776.48,Product 10,3115647.4,ЮЗАО,Ломоносовский,27764.8,14198700.3,1398497.7,ГБОУ школа № 1905,55.681205146932,37.859171000667594,0.43,Printed products,Север
SO - 0001606,2014-11-27,Wholesale,11,1092.1,12013.1,720.786,Product 2,22913892.8,ЮЗАО,Черёмушки,7928.646,14198700.3,932673.5,ГБОУ школа № 1905,55.681205146932,37.859171000667594,0.52,Household materials,Восток
SO - 0006110,2016-05-15,Wholesale,8,234.5,1876.0,154.77,Product 5,17047098.1,ВАО,Богородское,1238.16,12387402.2,762868.7,ГБОУ школа № 1905,55.681205146932,37.859171000667594,0.52,Household materials,Север
SO - 0005384,2016-02-19,Wholesale,12,1072.0,12864.0,621.76,Product 1,25571548.3,ВАО,Гольяново,7461.12,12387402.2,879810.5,ГБОУ школа № 1905,55.681205146932,37.859171000667594,0.72,Printed products,Север
SO - 0001122,2014-09-28,Wholesale,12,1829.1,21949.2,1188.915,Product 11,20621809.4,ЮЗАО,Южное Бутово,14266.98,14198700.3,1269777.3,ГБОУ школа № 1947,55.78198772024949,37.732421091813016,0.54,Household materials,Юг
SO - 0005202,2016-01-27,Distributor,8,5681.6,45452.8,2727.168,Product 2,22913892.8,ЮЗАО,Коньково,21817.344,14198700.3,1136996.7,ГБОУ школа № 1947,55.78198772024949,37.732421091813016,1.08,Household materials,Восток
SO - 0003542,2015-07-11,Wholesale,12,2847.5,34170.0,1708.5,Product 2,22913892.8,ЮЗАО,Ломоносовский,20502.0,14198700.3,1398497.7,ГБОУ школа № 1947,55.78198772024949,37.732421091813016,0.67,Household materials,Юг
SO - 0001985,2015-01-05,Export,9,3075.3,27677.7,2490.993,Product 5,17047098.1,ЮЗАО,Черёмушки,22418.936999999998,14198700.3,932673.5,ГБОУ школа № 1947,55.78198772024949,37.732421091813016,0.23,Household materials,Запад
SO - 0001593,2014-11-26,Distributor,9,3939.6,35456.4,2087.988,Product 2,22913892.8,ВАО,Соколиная Гора,18791.892,12387402.2,881338.1,ГБОУ школа № 1947,55.78198772024949,37.732421091813016,0.89,Household materials,Восток
